ref_branch_code,material_nature_sum_desc,CV,seasonal_strength,residual_cv,length,CV_pct,Fs_pct,ResCV_pct,score,predictability_level
CAT_1032,CAT_010,0.6090664670144642,0.6876406681243619,0.4071728670112164,61,0.27908203640200474,0.7323925085729359,0.40174096544447374,70.09759957794776,medium
CAT_1036,CAT_001,0.48952787007513676,0.7104171083528037,0.2616434580479322,61,0.1081508836718544,0.7608810340279609,0.15022421524663676,83.10472170931152,high
CAT_1036,CAT_002,0.7135533635388512,0.38631705535174266,0.6104850254610125,59,0.4738855183328937,0.2792139277235558,0.7221049854919547,37.77103666578739,low
CAT_1036,CAT_003,0.7525745026494908,0.5592784496703556,0.6675227100411513,61,0.5432603534687418,0.5557900290160908,0.776707992614086,44.96702716961224,low
CAT_1036,CAT_004,0.7597911241430626,0.3568498259935462,0.6350594646294376,61,0.5547348984436824,0.23951463993669217,0.7449221841202849,32.4927459773147,low
CAT_1036,CAT_005,0.8608569009109251,0.2722469745098901,0.8032543267604358,60,0.698100764969665,0.14033236613030864,0.8597995251912424,20.4932735426009,low
CAT_1036,CAT_007,0.5767530438637714,0.4530713400658605,0.4171304555270275,60,0.22869955156950672,0.386705354787655,0.41967818517541544,57.92666842521763,medium
CAT_1036,CAT_008,0.6404367906919068,0.7328024628601659,0.32790186642374597,61,0.336454761276708,0.7847533632286996,0.25494592455816406,72.83302558691639,high
CAT_1036,CAT_009,0.7594867043717964,0.389435358201245,0.6213710799827663,61,0.553547876549723,0.2835663413347402,0.732656291216038,34.547612767079926,low
CAT_1036,CAT_010,0.6054030978089173,0.33486806030206795,0.4279975384964942,61,0.2732788182537589,0.21313637562648377,0.44355051437615406,48.72329200738592,low
